P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-94.02,Kepler-89 c,94.02,Hot,Neptunian,gas,metals-rich,non-habitable,,9.74,,3.66,0.20,0.73,1.63,        226.4524,        226.4525,        226.4525,988.3,988.3,988.3,,,,1.9,-25.92,6.96,10.42,0.0960,0.00,0.10,89.4,0.0,KOI-94,,,Cyg,F,1.08,1.30,6098.0,2.086986,0.000,0.000,12.2,416.23,19.8222,41.8911,-32.6,7.2047,4,0,1.063,2.486,-2.36,2.79,-0.73,0.21,,0.00,0.00,0.19,0,0,0,1,transit,2015
KOI-94.03,Kepler-89 e,94.03,Hot,Neptunian,gas,metals-rich,non-habitable,,38.63,,5.79,0.20,1.15,2.58,        25.07424,        25.07425,        25.07425,570.1,570.1,570.1,,,,7.7,-24.52,11.02,54.32,0.2885,0.00,0.29,90.0,0.0,KOI-94,,,Cyg,F,1.08,1.30,6098.0,2.086986,0.000,0.000,12.2,416.23,19.8222,41.8911,-30.2,2.3960,4,0,1.063,2.486,-2.09,3.83,0.36,0.19,,0.00,0.00,0.18,0,0,0,1,transit,2015
KOI-94.04,Kepler-89 b,94.04,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.92,,1.55,1.05,1.63,1.59,        887.2296,        887.2296,        887.2297,1390.4,1390.4,1390.4,1430.5,1430.5,1430.5,4.1,-25.54,2.95,3.74,0.0485,0.00,0.05,83.7,0.0,KOI-94,,,Cyg,F,1.08,1.30,6098.0,2.086986,0.000,0.000,12.2,416.23,19.8222,41.8911,-34.1,14.2884,4,0,1.063,2.486,-2.43,-0.15,-0.90,0.28,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-97.01,Kepler-7 b,97.01,Hot,Jovian,,,non-habitable,,,,17.29,,,,        1197.077,        1197.078,        1197.078,1498.6,1498.6,1498.6,,,,,-31.12,33.33,4.89,0.0617,0.00,0.06,88.2,0.0,KOI-97,,,Lyr,F,1.32,1.96,6027.0,4.557143,0.000,0.000,12.9,839.99,19.2388,41.0898,-34.5,17.0086,1,0,1.578,3.695,-2.43,,,,0.00,0.00,0.00,0.05,0,0,0,1,transit,2015
KOI-98.01,Kepler-14 b,98.01,Hot,Jovian,,,non-habitable,,,,12.21,,,,        1032.083,        1032.083,        1032.083,1444.0,1444.0,1444.0,,,,,-30.20,23.37,6.79,0.0787,0.00,0.08,90.0,0.0,KOI-98,,,Lyr,F,1.39,2.08,6378.0,6.392402,0.000,0.000,12.1,703.21,19.1806,47.3331,-34.3,14.0863,1,0,1.830,4.255,-2.44,,,,0.00,0.00,0.00,0.07,0,0,0,1,transit,2015
KOI-100.01,,100.01,Hot,Jovian,,,non-habitable,,,,17.24,,,,        1469.760,        1469.760,        1469.760,1577.5,1577.5,1577.5,,,,,-31.34,33.23,9.97,0.1060,0.00,0.11,81.4,0.0,KOI-100,,,Lyr,F,1.59,3.08,6638.0,16.514226,0.000,0.000,12.6,1401.95,19.4119,39.1995,-34.7,15.5272,1,0,2.897,6.711,-2.46,,,,0.00,0.00,0.00,0.05,0,0,0,0,transit,2015
KOI-102.01,,102.01,Hot,Neptunian,gas,metals-rich,non-habitable,,10.56,,3.76,0.20,0.75,1.68,        1818.406,        1818.406,        1818.406,1663.7,1663.7,1663.7,,,,2.1,-28.25,7.15,1.74,0.0284,0.00,0.03,89.4,0.0,KOI-102,,,Cyg,G,1.02,1.23,5731.0,1.466654,0.000,0.000,12.6,411.72,19.9803,44.4357,-34.9,23.2586,1,0,0.911,2.150,-2.43,2.84,-0.94,0.21,,0.00,0.00,0.18,0,0,0,0,transit,2015
KOI-103.01,,103.01,Hot,Superterran,gas,metals-rich,non-habitable,,3.09,,2.54,0.19,0.48,1.10,        49.41122,        49.41123,        49.41124,675.5,675.5,675.5,,,,0.6,-23.46,4.83,14.91,0.1167,0.00,0.12,90.0,0.0,KOI-103,,,Lyr,G,0.95,0.86,5653.0,0.672926,0.000,0.000,12.6,282.35,19.4456,37.7516,-31.0,3.9143,1,0,0.620,1.466,-2.19,2.41,-0.91,0.23,,0.00,0.00,0.25,0,0,0,0,transit,2015
KOI-104.01,Kepler-94 b,104.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,26.43,,2.49,1.71,4.26,3.26,        111.3455,        111.3455,        111.3455,827.6,827.6,827.6,877.9,877.9,877.9,45.2,-24.31,4.73,2.51,0.0311,0.00,0.03,87.7,0.0,KOI-104,,,Lyr,K,0.64,0.61,4238.0,0.107694,0.000,0.000,12.9,129.72,18.7463,47.4971,-31.9,10.4672,1,0,0.265,0.662,-2.18,-0.11,0.46,0.31,0.00,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-105.01,,105.01,Hot,Neptunian,gas,metals-rich,non-habitable,,24.10,,4.95,0.20,0.98,2.21,        299.6733,        299.6733,        299.6734,1060.0,1060.0,1060.0,,,,4.8,-26.88,9.42,8.98,0.0797,0.00,0.08,89.4,0.0,KOI-105,,,Cyg,G,0.84,1.46,5613.0,1.903552,0.000,0.000,12.9,539.17,19.9291,44.8579,-33.0,9.7876,1,0,1.046,2.475,-2.35,3.40,-0.42,0.19,,0.00,0.00,0.16,0,0,0,0,transit,2015
KOI-107.01,,107.01,Hot,Neptunian,gas,metals-rich,non-habitable,,7.63,,3.38,0.20,0.67,1.50,        440.2712,        440.2712,        440.2713,1167.0,1167.0,1167.0,,,,1.5,-26.47,6.43,7.26,0.0778,0.00,0.08,90.0,0.0,KOI-107,,,Cyg,G,1.20,1.59,5862.0,2.664891,0.000,0.000,12.7,590.67,19.6557,48.9824,-33.4,10.8802,1,0,1.219,2.865,-2.39,2.68,-0.88,0.21,,0.00,0.00,0.20,0,0,0,0,transit,2015
KOI-108.01,Kepler-103 b,108.01,Hot,Neptunian,gas,metals-rich,non-habitable,,6.08,,3.14,0.20,0.62,1.39,        131.8004,        131.8004,        131.8005,863.2,863.2,863.2,,,,1.2,-25.00,5.97,15.97,0.1280,0.00,0.13,90.0,0.0,KOI-108,,,Lyr,G,1.09,1.44,5845.0,2.159419,0.000,0.000,12.3,439.61,19.2656,40.0645,-32.1,5.9814,2,0,1.098,2.583,-2.31,2.59,-0.81,0.22,,0.00,0.00,0.21,0,0,0,1,transit,2015
KOI-108.02,Kepler-103 c,108.02,Hot,Neptunian,gas,metals-rich,non-habitable,,31.63,,5.42,0.20,1.08,2.42,        5.231070,        5.231070,        5.231071,385.3,385.3,385.3,,,,6.3,-22.67,10.31,179.61,0.6425,0.00,0.64,89.4,0.0,KOI-108,,,Lyr,G,1.09,1.44,5845.0,2.159419,0.000,0.000,12.3,439.61,19.2656,40.0645,-28.5,1.1911,2,0,1.098,2.583,-1.61,3.64,0.65,0.20,,0.00,0.00,0.32,0,0,0,1,transit,2015
KOI-110.01,,110.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.24,,2.80,0.19,0.54,1.23,        268.3502,        268.3502,        268.3503,1031.1,1031.1,1031.1,,,,0.8,-25.52,5.32,9.94,0.0945,0.00,0.09,90.0,0.0,KOI-110,,,Lyr,F,1.14,1.22,6522.0,2.396435,0.000,0.000,12.7,550.20,18.9704,46.0638,-32.8,6.8559,1,0,1.111,2.578,-2.39,2.48,-0.99,0.22,,0.00,0.00,0.22,0,0,0,0,transit,2015
KOI-111.01,Kepler-104 b,111.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.72,,3.08,0.20,0.60,1.36,        211.6856,        211.6857,        211.6857,971.8,971.8,971.8,,,,1.1,-25.47,5.86,11.43,0.0928,0.00,0.09,89.4,0.0,KOI-111,,,Lyr,G,0.81,1.36,5755.0,1.823003,0.000,0.000,12.6,465.37,19.1736,42.1668,-32.6,7.8218,3,0,1.015,2.392,-2.34,2.57,-0.88,0.22,,0.00,0.00,0.21,0,0,0,1,transit,2015
KOI-111.02,Kepler-104 c,111.02,Hot,Neptunian,gas,metals-rich,non-habitable,,5.61,,3.06,0.20,0.60,1.35,        80.27140,        80.27140,        80.27142,762.6,762.6,762.6,,,,1.1,-24.40,5.82,23.67,0.1507,0.00,0.15,88.8,0.0,KOI-111,,,Lyr,G,0.81,1.36,5755.0,1.823003,0.000,0.000,12.6,465.37,19.1736,42.1668,-31.5,4.8143,3,0,1.015,2.392,-2.25,2.56,-0.78,0.22,,0.00,0.00,0.22,0,0,0,1,transit,2015
KOI-111.03,Kepler-104 d,111.03,Hot,Neptunian,gas,metals-rich,non-habitable,,7.84,,3.41,0.20,0.67,1.52,        28.27886,        28.27887,        28.27887,587.5,587.5,587.5,,,,1.6,-23.50,6.48,51.76,0.2539,0.00,0.25,89.4,0.0,KOI-111,,,Lyr,G,0.81,1.36,5755.0,1.823003,0.000,0.000,12.6,465.37,19.1736,42.1668,-30.4,2.8569,3,0,1.015,2.392,-2.10,2.69,-0.52,0.22,,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-112.01,,112.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.68,,2.89,0.19,0.56,1.27,        16.76892,        16.76892,        16.76892,515.6,515.6,515.6,,,,0.9,-22.57,5.49,51.08,0.2643,0.00,0.26,90.0,0.0,KOI-112,,,Cyg,G,0.94,1.07,5803.0,1.171385,0.000,0.000,12.8,404.38,19.7099,48.4956,-29.8,2.1637,2,0,0.811,1.909,-2.00,2.50,-0.65,0.23,,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-112.02,,112.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.79,,1.24,0.94,1.16,1.20,        553.5843,        553.5844,        553.5845,1235.8,1235.8,1235.8,1272.0,1272.0,1272.0,1.7,-24.53,2.36,3.71,0.0460,0.00,0.05,88.8,0.0,KOI-112,,,Cyg,G,0.94,1.07,5803.0,1.171385,0.000,0.000,12.8,404.38,19.7099,48.4956,-33.6,12.4554,2,0,0.811,1.909,-2.39,-0.16,-1.07,0.28,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-115.01,Kepler-105 b,115.01,Hot,Neptunian,gas,metals-rich,non-habitable,,6.96,,3.28,0.20,0.65,1.46,        688.6370,        688.6370,        688.6371,1305.1,1305.1,1305.1,,,,1.4,-26.89,6.24,5.41,0.0621,0.00,0.06,89.4,0.0,KOI-115,,,Lyr,F,1.08,1.33,6391.0,2.655667,0.000,0.000,12.8,614.19,19.1925,46.2762,-33.9,11.4497,2,0,1.178,2.740,-2.43,2.64,-0.95,0.21,,0.00,0.00,0.20,0,0,0,1,transit,2015
KOI-115.02,Kepler-105 c,115.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.07,,1.88,1.22,2.28,2.07,        477.1950,        477.1951,        477.1951,1190.7,1190.7,1190.7,1234.5,1234.5,1234.5,9.8,-25.28,3.57,7.13,0.0746,0.00,0.07,89.4,0.0,KOI-115,,,Lyr,F,1.08,1.33,6391.0,2.655667,0.000,0.000,12.8,614.19,19.1925,46.2762,-33.5,9.5263,2,0,1.178,2.740,-2.41,-0.14,-0.57,0.29,0.00,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-116.01,Kepler-106 c,116.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,20.29,,2.35,1.56,3.67,2.94,        95.12285,        95.12286,        95.12287,795.6,795.6,795.6,844.4,844.4,844.4,31.7,-24.01,4.47,13.57,0.1093,0.00,0.11,90.0,0.0,KOI-116,,,Cyg,G,0.94,1.03,5881.0,1.136384,0.000,0.000,12.9,418.88,20.0576,44.3376,-31.7,5.0187,4,0,0.795,1.868,-2.28,-0.12,0.28,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2015
KOI-116.02,Kepler-106 e,116.02,Hot,Neptunian,gas,metals-rich,non-habitable,,3.25,,2.58,0.19,0.49,1.12,        19.92767,        19.92767,        19.92768,538.3,538.3,538.3,,,,0.6,-22.51,4.90,43.84,0.2388,0.00,0.24,89.4,0.0,KOI-116,,,Cyg,G,0.94,1.03,5881.0,1.136384,0.000,0.000,12.9,418.88,20.0576,44.3376,-30.0,2.2965,4,0,0.795,1.868,-2.04,2.42,-0.79,0.23,,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-116.03,Kepler-106 b,116.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.51,,0.85,0.83,0.71,0.77,        272.3079,        272.3079,        272.3079,1034.9,1034.9,1034.9,1065.2,1065.2,1065.2,0.4,-22.94,1.62,6.16,0.0646,0.00,0.06,87.7,0.0,KOI-116,,,Cyg,G,0.94,1.03,5881.0,1.136384,0.000,0.000,12.9,418.88,20.0576,44.3376,-32.8,8.4965,4,0,0.795,1.868,-2.36,-0.18,-1.26,0.27,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-116.04,Kepler-106 d,116.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.84,,0.99,0.87,0.86,0.92,        44.55694,        44.55694,        44.55695,658.2,658.2,658.2,690.9,690.9,690.9,0.7,-21.29,1.88,23.98,0.1597,0.00,0.16,89.4,0.0,KOI-116,,,Cyg,G,0.94,1.03,5881.0,1.136384,0.000,0.000,12.9,418.88,20.0576,44.3376,-30.9,3.4343,4,0,0.795,1.868,-2.18,-0.17,-1.04,0.29,0.00,0.00,0.00,0.32,0,0,0,1,transit,2015
KOI-117.01,Kepler-107 e,117.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.66,,3.07,0.20,0.60,1.36,        139.0513,        139.0513,        139.0514,874.9,874.9,874.9,,,,1.1,-25.00,5.84,14.75,0.1227,0.00,0.12,87.1,0.0,KOI-117,,,Cyg,G,1.14,1.41,5851.0,2.093458,0.000,0.000,12.5,474.40,19.8019,48.2086,-32.1,6.1312,4,0,1.081,2.542,-2.31,2.56,-0.84,0.22,,0.00,0.00,0.22,0,0,0,1,transit,2015
KOI-117.02,Kepler-107 c,117.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.43,,1.84,1.19,2.20,2.01,        603.4393,        603.4395,        603.4395,1262.7,1262.7,1262.7,1306.0,1306.0,1306.0,8.9,-25.49,3.50,4.90,0.0589,0.00,0.06,81.9,0.0,KOI-117,,,Cyg,G,1.14,1.41,5851.0,2.093458,0.000,0.000,12.5,474.40,19.8019,48.2086,-33.7,12.7930,4,0,1.081,2.542,-2.40,-0.14,-0.64,0.29,0.00,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-117.03,Kepler-107 b,117.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.92,,1.55,1.05,1.63,1.59,        1076.433,        1076.433,        1076.433,1459.3,1459.3,1459.3,1499.4,1499.4,1499.4,4.1,-25.75,2.95,3.18,0.0441,0.00,0.04,87.7,0.0,KOI-117,,,Cyg,G,1.14,1.41,5851.0,2.093458,0.000,0.000,12.5,474.40,19.8019,48.2086,-34.3,17.1144,4,0,1.081,2.542,-2.42,-0.15,-0.92,0.28,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-117.04,Kepler-107 d,117.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.09,,1.07,0.89,0.95,1.01,        316.7256,        316.7256,        316.7257,1074.8,1074.8,1074.8,1108.6,1108.6,1108.6,1.0,-23.60,2.03,7.96,0.0813,0.00,0.08,89.4,0.0,KOI-117,,,Cyg,G,1.14,1.41,5851.0,2.093458,0.000,0.000,12.5,474.40,19.8019,48.2086,-33.0,9.2591,4,0,1.081,2.542,-2.37,-0.17,-1.14,0.28,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-118.01,,118.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,17.76,,2.28,1.50,3.42,2.79,        63.40144,        63.40145,        63.40145,718.9,718.9,718.9,766.9,766.9,766.9,26.6,-23.50,4.33,24.99,0.1686,0.00,0.17,88.8,0.0,KOI-118,,,Lyr,G,1.02,1.36,5747.0,1.802247,0.000,0.000,12.4,418.52,19.1575,38.6496,-31.3,4.2902,1,0,1.009,2.380,-2.23,-0.12,0.28,0.31,0.00,0.00,0.00,0.26,0,0,0,0,transit,2015
KOI-119.01,Kepler-108 b,119.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,168.45,,8.97,0.23,2.09,4.33,        58.77133,        58.77133,        58.77134,705.4,705.4,705.4,,,,39.3,-26.40,17.11,49.18,0.2935,0.00,0.29,89.4,0.0,KOI-119,,,Cyg,G,1.38,2.19,5854.0,5.062695,0.000,0.000,12.7,796.42,19.6373,46.0623,-31.2,3.9809,2,0,1.681,3.952,-2.22,5.60,1.42,0.14,,0.00,0.00,0.11,0,0,0,1,transit,2015
KOI-119.02,Kepler-108 c,119.02,Hot,Jovian,gas,hydrogen-rich,non-habitable,,116.97,,8.15,0.22,1.76,3.79,        9.671741,        9.671741,        9.671743,449.3,449.3,449.3,,,,25.3,-24.23,15.54,190.32,0.7235,0.00,0.72,89.4,0.0,KOI-119,,,Cyg,G,1.38,2.19,5854.0,5.062695,0.000,0.000,12.7,796.42,19.6373,46.0623,-29.2,1.6146,2,0,1.681,3.952,-1.84,5.12,1.73,0.15,,0.00,0.00,0.20,0,0,0,1,transit,2015
KOI-120.01,,120.01,Hot,Jovian,,,non-habitable,,,,31.09,,,,        68.09495,        68.09496,        68.09497,731.9,731.9,731.9,,,,,-29.28,62.07,20.55,0.1435,0.00,0.14,86.5,0.0,KOI-120,,,Cyg,G,0.93,1.23,5667.0,1.402228,0.000,0.000,12.0,311.01,19.6268,50.1721,-31.3,4.5728,1,0,0.895,2.114,-2.23,,,,0.00,0.00,0.00,0.05,0,0,0,0,transit,2015
KOI-122.01,Kepler-95 b,122.01,Hot,Neptunian,gas,metals-rich,non-habitable,,6.02,,3.13,0.20,0.61,1.39,        180.0125,        180.0125,        180.0125,933.2,933.2,933.2,,,,1.2,-25.33,5.95,11.52,0.1026,0.00,0.10,90.0,0.0,KOI-122,,,Lyr,G,1.08,1.42,5699.0,1.894948,0.000,0.000,12.3,423.10,18.9655,44.3980,-32.4,7.3547,1,0,1.038,2.451,-2.32,2.58,-0.85,0.22,,0.00,0.00,0.21,0,0,0,1,transit,2015
KOI-123.01,Kepler-109 b,123.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,18.10,,2.29,1.51,3.45,2.81,        413.9643,        413.9644,        413.9645,1149.2,1149.2,1149.2,1197.3,1197.3,1197.3,27.3,-25.56,4.35,6.48,0.0690,0.00,0.07,89.4,0.0,KOI-123,,,Lyr,G,1.04,1.32,5952.0,1.970884,0.000,0.000,12.4,435.27,19.3595,40.2849,-33.3,10.2317,2,0,1.043,2.445,-2.39,-0.12,-0.13,0.29,0.00,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-123.02,Kepler-109 c,123.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,26.93,,2.50,1.72,4.31,3.28,        85.19275,        85.19277,        85.19278,774.0,774.0,774.0,824.4,824.4,824.4,46.4,-24.02,4.75,21.22,0.1521,0.00,0.15,90.0,0.0,KOI-123,,,Lyr,G,1.04,1.32,5952.0,1.970884,0.000,0.000,12.4,435.27,19.3595,40.2849,-31.6,4.6367,2,0,1.043,2.445,-2.27,-0.11,0.55,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2015
KOI-124.01,Kepler-110 b,124.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.05,,2.96,0.19,0.58,1.31,        307.5155,        307.5156,        307.5156,1066.9,1066.9,1066.9,,,,1.0,-25.79,5.63,12.69,0.1091,0.00,0.11,90.0,0.0,KOI-124,,,Cyg,G,1.07,1.84,5887.0,3.660299,0.000,0.000,12.9,770.26,19.5286,48.6028,-33.0,9.0117,2,0,1.426,3.351,-2.37,2.52,-0.96,0.22,,0.00,0.00,0.22,0,0,0,1,transit,2015
KOI-124.02,Kepler-110 c,124.02,Hot,Neptunian,gas,metals-rich,non-habitable,,8.80,,3.54,0.20,0.70,1.58,        90.59923,        90.59923,        90.59924,786.0,786.0,786.0,,,,1.7,-24.85,6.73,31.72,0.2010,0.00,0.20,90.0,0.0,KOI-124,,,Cyg,G,1.07,1.84,5887.0,3.660299,0.000,0.000,12.9,770.26,19.5286,48.6028,-31.6,4.8879,2,0,1.426,3.351,-2.27,2.74,-0.64,0.22,,0.00,0.00,0.20,0,0,0,1,transit,2015
KOI-125.01,,125.01,Hot,Jovian,,,non-habitable,,,,13.44,,,,        13.04701,        13.04701,        13.04702,484.2,484.2,484.2,,,,,-25.64,25.76,38.48,0.2213,0.00,0.22,90.0,0.0,KOI-125,,,Cyg,G,0.97,0.88,5510.0,0.638960,0.000,0.000,13.8,473.82,19.2601,49.3705,-29.5,2.1169,1,0,0.609,1.447,-1.93,,,,0.00,0.00,0.00,0.14,0,0,0,0,transit,2015
KOI-126.01,,126.01,Hot,Jovian,,,non-habitable,,,,21.02,,,,        72.89581,        72.89581,        72.89582,744.4,744.4,744.4,,,,,-28.50,40.80,33.80,0.2160,0.00,0.22,87.7,0.0,KOI-126,,,Cyg,G,1.17,1.80,5855.0,3.401027,0.000,0.000,13.1,804.12,19.8317,41.1143,-31.4,4.4322,2,0,1.378,3.239,-2.25,,,,0.00,0.00,0.00,0.06,0,0,0,0,transit,2015
KOI-126.02,,126.02,,,,,non-habitable,,,,,,,,             ,             ,             ,,,,,,,,,,0.88,,0.00,,,0.0,KOI-126,,,Cyg,,,,,,0.000,0.000,13.1,,19.8317,41.1143,,,2,0,,,,,,,0.00,0.00,0.00,,0,0,0,0,transit,2015
KOI-127.01,Kepler-77 b,127.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,348.28,,10.43,0.31,3.20,5.78,        406.3759,        406.3759,        406.3760,1143.9,1143.9,1143.9,,,,106.9,-28.84,19.92,3.58,0.0472,0.00,0.05,90.0,0.0,KOI-127,,,Cyg,G,1.09,0.98,5705.0,0.905341,0.000,0.000,13.9,606.64,19.3072,44.3454,-33.3,11.0367,1,0,0.717,1.693,-2.37,6.59,1.57,0.12,,0.00,0.00,0.09,0,0,0,1,transit,2015
KOI-128.01,Kepler-15 b,128.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,430.25,,10.77,0.34,3.71,6.32,        245.0248,        245.0248,        245.0249,1008.0,1008.0,1008.0,,,,148.2,-28.36,20.58,4.94,0.0569,0.00,0.06,87.1,0.0,KOI-128,,,Cyg,G,1.00,0.98,5514.0,0.793295,0.000,0.000,13.8,522.89,19.7467,49.1401,-32.7,9.1696,1,0,0.679,1.612,-2.33,6.88,2.12,0.12,,0.00,0.00,0.09,0,0,0,1,transit,2015
KOI-129.01,,129.01,Hot,Jovian,,,non-habitable,,,,12.30,,,,        113.4851,        113.4852,        113.4852,831.5,831.5,831.5,,,,,-27.81,23.54,24.67,0.1804,0.00,0.18,90.0,0.0,KOI-129,,,Cyg,F,1.29,1.41,6748.0,3.693279,0.000,0.000,13.2,883.31,19.8006,50.3723,-31.9,4.1632,1,0,1.362,3.151,-2.32,,,,0.00,0.00,0.00,0.08,0,0,0,0,transit,2015
KOI-130.01,,130.01,Hot,Jovian,,,non-habitable,,,,22.27,,,,        86.95941,        86.95943,        86.95943,778.0,778.0,778.0,,,,,-28.82,43.35,34.19,0.2155,0.00,0.22,89.4,0.0,KOI-130,,,Cyg,F,1.14,1.79,6129.0,4.038417,0.000,0.000,13.3,967.42,19.8240,40.4298,-31.6,4.4177,1,0,1.476,3.449,-2.28,,,,0.00,0.00,0.00,0.05,0,0,0,0,transit,2015
KOI-131.01,,131.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,369.50,,10.53,0.32,3.33,5.92,        643.9301,        643.9302,        643.9304,1283.4,1283.4,1283.4,,,,116.9,-29.37,20.11,5.01,0.0629,0.00,0.06,90.0,0.0,KOI-131,,,Cyg,F,1.31,1.27,6475.0,2.547652,0.000,0.000,13.8,953.95,19.9398,43.4976,-33.8,10.7844,1,0,1.148,2.667,-2.43,6.67,1.47,0.12,,0.00,0.00,0.08,0,0,0,0,transit,2015
KOI-135.01,Kepler-43 b,135.01,Hot,Jovian,,,non-habitable,,,,12.10,,,,        1122.857,        1122.857,        1122.857,1474.8,1474.8,1474.8,,,,,-30.28,23.15,3.02,0.0436,0.00,0.04,87.7,0.0,KOI-135,,,Lyr,F,1.21,1.34,6022.0,2.134506,0.000,0.000,14.0,940.05,19.0161,46.6683,-34.4,16.4966,1,0,1.080,2.530,-2.43,,,,0.00,0.00,0.00,0.07,0,0,0,1,transit,2015
KOI-136.01,,136.01,Hot,Jovian,,,non-habitable,,,,23.45,,,,        299.5140,        299.5141,        299.5142,1059.9,1059.9,1059.9,,,,,-30.28,45.77,15.66,0.1382,0.00,0.14,87.7,0.0,KOI-136,,,Lyr,G,1.43,2.22,5996.0,5.720492,0.000,0.000,13.4,1213.15,19.3249,43.2038,-33.0,8.5724,1,0,1.771,4.151,-2.37,,,,0.00,0.00,0.00,0.04,0,0,0,0,transit,2015
KOI-137.01,Kepler-18 c,137.01,Hot,Neptunian,gas,metals-rich,non-habitable,,24.54,,4.98,0.20,0.99,2.22,        154.6329,        154.6329,        154.6329,898.4,898.4,898.4,,,,4.9,-26.18,9.47,7.64,0.0729,0.00,0.07,90.0,0.0,KOI-137,,,Cyg,G,0.88,1.05,5356.0,0.821783,0.000,0.000,13.5,483.58,19.8720,44.7463,-32.2,7.7181,3,0,0.697,1.664,-2.29,3.41,-0.30,0.20,,0.00,0.00,0.16,0,0,0,1,transit,2015
KOI-137.02,Kepler-18 d,137.02,Hot,Neptunian,gas,metals-rich,non-habitable,,42.19,,5.96,0.20,1.19,2.66,        63.67960,        63.67960,        63.67961,719.7,719.7,719.7,,,,8.4,-25.60,11.34,14.86,0.1136,0.00,0.11,90.0,0.0,KOI-137,,,Cyg,G,0.88,1.05,5356.0,0.821783,0.000,0.000,13.5,483.58,19.8720,44.7463,-31.3,4.9507,3,0,0.697,1.664,-2.21,3.92,0.19,0.18,,0.00,0.00,0.15,0,0,0,1,transit,2015
KOI-137.03,Kepler-18 b,137.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.80,,2.11,1.36,2.88,2.46,        436.2922,        436.2923,        436.2924,1164.4,1164.4,1164.4,1210.6,1210.6,1210.6,17.4,-25.43,4.01,3.50,0.0434,0.00,0.04,84.8,0.0,KOI-137,,,Cyg,G,0.88,1.05,5356.0,0.821783,0.000,0.000,13.5,483.58,19.8720,44.7463,-33.4,12.9823,3,0,0.697,1.664,-2.35,-0.13,-0.33,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2015
